# M = 2.000, Z =  0.014, Y =  0.280, Set 2																													
# Surface normalized number abundances																													
Isotope	A	Z	N	Initial	TP #1	TP #2	TP #3	TP #4	TP #5	TP #6	TP #7	TP #8	TP #9	TP #10	TP #11	TP #12	TP #13	TP #14	TP #15	TP #16	TP #17	TP #18	TP #19	TP #20	TP #21	TP #22	TP #23	TP #24	Final
sr87	87	38	49	3.42E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.51E-11	3.98E-11	5.29E-11	7.87E-11	1.16E-10	1.64E-10	2.26E-10	2.95E-10	3.63E-10
sr88	88	38	50	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	4.49E-10	5.32E-10	7.65E-10	1.22E-09	1.87E-09	2.71E-09	3.75E-09	4.93E-09	6.05E-09
sr89	89	38	51	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
sr90	90	38	52	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.13E-32
y89	89	39	50	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.06E-10	1.30E-10	1.98E-10	3.28E-10	5.18E-10	7.62E-10	1.06E-09	1.40E-09	1.73E-09
y90	90	39	51	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	5.39E-36
y91	91	39	52	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
zr90	90	40	50	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.25E-10	1.51E-10	2.25E-10	3.68E-10	5.78E-10	8.45E-10	1.17E-09	1.53E-09	1.87E-09
zr91	91	40	51	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	2.72E-11	3.30E-11	4.95E-11	8.12E-11	1.28E-10	1.88E-10	2.62E-10	3.46E-10	4.26E-10
zr92	92	40	52	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	4.16E-11	5.10E-11	7.80E-11	1.29E-10	2.05E-10	3.01E-10	4.18E-10	5.49E-10	6.73E-10
zr93	93	40	53	0.00E+00	1.12E-31	1.11E-31	1.42E-31	1.43E-31	1.37E-31	1.29E-31	1.19E-31	1.11E-31	1.05E-31	1.01E-31	5.14E-31	1.75E-30	1.68E-30	2.10E-30	1.29E-29	5.68E-28	1.20E-16	3.15E-12	1.19E-11	2.81E-11	5.16E-11	8.10E-11	1.16E-10	1.56E-10	1.92E-10
zr94	94	40	54	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	4.21E-11	5.62E-11	9.69E-11	1.73E-10	2.86E-10	4.27E-10	5.97E-10	7.83E-10	9.58E-10
zr95	95	40	55	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
zr96	96	40	56	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.79E-12	6.89E-12	7.01E-12	7.17E-12	7.38E-12	7.66E-12	8.10E-12	8.74E-12	9.52E-12
nb93	93	41	52	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.84E-11	1.85E-11	1.91E-11	2.04E-11	2.26E-11	2.59E-11	3.03E-11	3.56E-11	4.19E-11
nb94	94	41	53	0.00E+00	0.00E+00	8.21E-37	1.65E-34	1.70E-35	3.35E-36	3.59E-36	4.38E-36	1.12E-35	3.01E-35	7.53E-35	1.95E-33	7.05E-33	1.08E-33	1.08E-32	1.74E-31	5.74E-30	1.72E-20	4.33E-19	1.66E-17	9.91E-17	8.23E-17	1.02E-16	1.49E-16	1.56E-16	1.71E-16
nb95	95	41	54	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
mo94	94	42	52	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.70E-12	5.71E-12	5.80E-12	6.10E-12	6.65E-12	7.43E-12	8.41E-12	9.44E-12	1.03E-11
mo95	95	42	53	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	9.87E-12	1.13E-11	1.54E-11	2.31E-11	3.46E-11	4.92E-11	6.73E-11	8.78E-11	1.07E-10
mo96	96	42	54	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.04E-11	1.34E-11	2.21E-11	3.86E-11	6.30E-11	9.38E-11	1.31E-10	1.72E-10	2.11E-10
mo97	97	42	55	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	5.98E-12	7.00E-12	9.98E-12	1.56E-11	2.38E-11	3.41E-11	4.65E-11	6.01E-11	7.28E-11
mo98	98	42	56	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.52E-11	1.90E-11	2.98E-11	5.03E-11	8.03E-11	1.18E-10	1.63E-10	2.13E-10	2.59E-10
tc99	99	43	56	0.00E+00	1.62E-36	3.72E-36	9.77E-33	9.70E-33	6.77E-33	4.42E-33	2.82E-33	2.02E-33	2.03E-33	3.09E-33	2.28E-31	8.40E-31	5.76E-31	6.81E-31	6.86E-30	3.38E-28	2.81E-17	3.52E-13	1.26E-12	2.81E-12	4.89E-12	7.30E-12	1.00E-11	1.27E-11	1.47E-11
ru99	99	44	55	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.25E-12	5.38E-12	5.90E-12	7.04E-12	8.90E-12	1.14E-11	1.46E-11	1.83E-11	2.22E-11
ru100	100	44	56	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	5.19E-12	7.05E-12	1.24E-11	2.25E-11	3.74E-11	5.59E-11	7.82E-11	1.03E-10	1.25E-10
ru101	101	44	57	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.02E-12	7.42E-12	8.58E-12	1.07E-11	1.39E-11	1.78E-11	2.26E-11	2.78E-11	3.26E-11
ru102	102	44	58	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.30E-11	1.55E-11	2.25E-11	3.57E-11	5.52E-11	7.96E-11	1.09E-10	1.41E-10	1.72E-10
rh103	103	45	58	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.21E-12	8.63E-12	9.80E-12	1.20E-11	1.52E-11	1.92E-11	2.40E-11	2.92E-11	3.41E-11
pd104	104	46	58	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	3.56E-12	4.94E-12	8.90E-12	1.63E-11	2.71E-11	4.06E-11	5.67E-11	7.43E-11	9.07E-11
pd105	105	46	59	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.48E-12	8.48E-12	1.03E-11	1.30E-11	1.64E-11	2.04E-11	2.48E-11	2.89E-11
pd106	106	46	60	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	8.73E-12	1.03E-11	1.48E-11	2.32E-11	3.54E-11	5.08E-11	6.92E-11	8.93E-11	1.08E-10
pd107	107	46	61	0.00E+00	1.49E-29	1.49E-29	1.52E-29	1.50E-29	1.48E-29	1.46E-29	1.42E-29	1.38E-29	1.36E-29	1.33E-29	1.32E-29	1.41E-29	1.39E-29	1.42E-29	2.61E-29	6.51E-28	5.93E-17	3.07E-13	1.18E-12	2.79E-12	5.14E-12	8.07E-12	1.16E-11	1.54E-11	1.89E-11
pd108	108	46	62	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	8.46E-12	1.04E-11	1.59E-11	2.62E-11	4.13E-11	6.02E-11	8.28E-11	1.08E-10	1.31E-10
ag107	107	47	60	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.88E-12	5.89E-12	5.91E-12	5.95E-12	6.01E-12	6.09E-12	6.19E-12	6.31E-12
ag108	108	47	61	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
ag109	109	47	62	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.46E-12	5.96E-12	7.37E-12	9.96E-12	1.38E-11	1.85E-11	2.41E-11	3.02E-11	3.59E-11
cd108	108	48	60	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.27E-13	3.28E-13	3.39E-13	3.72E-13	4.26E-13	4.94E-13	5.69E-13	6.41E-13	6.97E-13
cd109	109	48	61	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
cd110	110	48	62	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	4.58E-12	6.17E-12	1.07E-11	1.91E-11	3.15E-11	4.69E-11	6.53E-11	8.54E-11	1.04E-10
cd111	111	48	63	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	4.70E-12	5.23E-12	6.74E-12	9.53E-12	1.36E-11	1.87E-11	2.48E-11	3.14E-11	3.75E-11
cd112	112	48	64	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	8.85E-12	1.08E-11	1.63E-11	2.65E-11	4.16E-11	6.03E-11	8.28E-11	1.08E-10	1.31E-10
cd113	113	48	65	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	4.48E-12	5.06E-12	6.71E-12	9.74E-12	1.42E-11	1.97E-11	2.63E-11	3.35E-11	4.02E-11
cd114	114	48	66	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.05E-11	1.33E-11	2.10E-11	3.52E-11	5.61E-11	8.21E-11	1.13E-10	1.47E-10	1.79E-10
in115	115	49	66	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	3.94E-12	4.50E-12	6.09E-12	9.00E-12	1.32E-11	1.85E-11	2.48E-11	3.17E-11	3.81E-11
sn116	116	50	66	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.63E-11	2.77E-11	4.86E-11	7.91E-11	1.17E-10	1.62E-10	2.11E-10	2.56E-10
sn117	117	50	67	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	6.46E-12	7.67E-12	1.11E-11	1.74E-11	2.65E-11	3.78E-11	5.11E-11	6.55E-11	7.89E-11
sn118	118	50	68	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	1.95E-11	2.51E-11	4.05E-11	6.88E-11	1.10E-10	1.61E-10	2.21E-10	2.87E-10	3.49E-10
sn119	119	50	69	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	7.22E-12	8.97E-12	1.38E-11	2.26E-11	3.53E-11	5.10E-11	6.96E-11	8.97E-11	1.08E-10
sn120	120	50	70	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	2.74E-11	3.61E-11	5.98E-11	1.03E-10	1.65E-10	2.41E-10	3.30E-10	4.27E-10	5.18E-10
sb121	121	51	70	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.19E-12	4.93E-12	6.97E-12	1.06E-11	1.59E-11	2.23E-11	2.98E-11	3.78E-11	4.53E-11
te122	122	52	70	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	2.76E-12	3.83E-12	6.78E-12	1.21E-11	1.97E-11	2.90E-11	3.99E-11	5.17E-11	6.25E-11
te123	123	52	71	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	9.64E-13	1.39E-12	2.54E-12	4.60E-12	7.56E-12	1.12E-11	1.54E-11	1.99E-11	2.41E-11
te124	124	52	72	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	5.13E-12	7.41E-12	1.36E-11	2.47E-11	4.07E-11	6.01E-11	8.29E-11	1.07E-10	1.30E-10
te125	125	52	73	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	7.66E-12	8.43E-12	1.05E-11	1.43E-11	1.97E-11	2.62E-11	3.39E-11	4.20E-11	4.95E-11
te126	126	52	74	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.04E-11	2.47E-11	3.65E-11	5.76E-11	8.77E-11	1.24E-10	1.67E-10	2.13E-10	2.55E-10
i127	127	53	74	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.54E-11	2.60E-11	2.76E-11	3.04E-11	3.45E-11	3.95E-11	4.53E-11	5.15E-11	5.72E-11
i128	128	53	75	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
i129	129	53	76	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.48E-21	2.52E-17	9.19E-17	3.11E-16	5.55E-16	9.20E-16	1.53E-15	2.39E-15	3.49E-15
xe128	128	54	74	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	2.72E-12	4.11E-12	7.84E-12	1.45E-11	2.39E-11	3.54E-11	4.87E-11	6.31E-11	7.62E-11
xe129	129	54	75	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.39E-11	3.44E-11	3.58E-11	3.84E-11	4.20E-11	4.64E-11	5.16E-11	5.70E-11	6.21E-11
xe130	130	54	76	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	5.44E-12	8.14E-12	1.53E-11	2.80E-11	4.60E-11	6.79E-11	9.34E-11	1.21E-10	1.46E-10
xe131	131	54	77	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.70E-11	2.80E-11	3.08E-11	3.57E-11	4.27E-11	5.12E-11	6.12E-11	7.20E-11	8.19E-11
xe132	132	54	78	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.30E-11	3.93E-11	5.58E-11	8.47E-11	1.26E-10	1.75E-10	2.32E-10	2.92E-10	3.48E-10
xe133	133	54	79	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
xe134	134	54	80	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.22E-11	1.23E-11	1.26E-11	1.30E-11	1.36E-11	1.44E-11	1.52E-11	1.61E-11	1.70E-11
cs133	133	55	78	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	8.60E-12	9.31E-12	1.11E-11	1.44E-11	1.90E-11	2.45E-11	3.09E-11	3.78E-11	4.41E-11
cs134	134	55	79	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
cs135	135	55	80	0.00E+00	2.93E-32	2.91E-32	3.06E-32	2.98E-32	2.87E-32	2.75E-32	2.60E-32	2.47E-32	2.36E-32	2.26E-32	4.83E-32	1.29E-31	1.26E-31	1.52E-31	8.66E-31	3.93E-29	3.78E-17	7.30E-13	1.64E-12	3.09E-12	5.26E-12	8.25E-12	1.25E-11	1.80E-11	2.36E-11
cs136	136	55	81	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
cs137	137	55	82	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	8.46E-38
ba134	134	56	78	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	2.62E-12	4.10E-12	8.71E-12	1.68E-11	2.82E-11	4.14E-11	5.61E-11	7.09E-11	8.39E-11
ba135	135	56	79	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.14E-12	7.63E-12	9.28E-12	1.22E-11	1.64E-11	2.12E-11	2.66E-11	3.21E-11	3.70E-11
